Date,Close,High,Low,Open,Volume,MA7,MA21,RSI14,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,BB_Middle,BB_Upper,BB_Lower,ATR14
2020-01-24,8445.4345703125,8514.6669921875,8266.8408203125,8405.5673828125,24397913026.0,8655.0595703125,8339.410319010416,56.669991850924,296.9480253712154,340.10260704238027,-43.15458167116486,8385.847998046875,9242.30904334075,7529.386952752999,276.29443359375
2020-01-25,8367.84765625,8458.453125,8296.21875,8440.119140625,19647331549.0,8572.922293526786,8384.99083891369,58.09928740398727,262.6561475387243,324.6133151416491,-61.957167602924756,8433.67451171875,9157.569359284553,7709.779664152945,274.40279715401783
2020-01-26,8596.830078125,8602.4013671875,8325.498046875,8364.41015625,22177678796.0,8557.291573660714,8441.443824404761,59.567109329941886,251.0624632606905,309.9031447654574,-58.840681504766906,8475.055053710938,9130.395022922195,7819.7150844996795,280.53843470982144
2020-01-27,8909.8193359375,8977.7265625,8597.30859375,8597.30859375,28647338393.0,8593.316824776786,8495.758114769345,66.099131221883,264.0857857371793,300.7396729598018,-36.65388722262247,8512.361401367187,9177.939544065555,7846.783258668817,299.31051199776783
2020-01-28,9358.58984375,9358.58984375,8908.447265625,8912.5244140625,34398744403.0,8680.8447265625,8552.657993861607,62.38483029457105,307.0790756426959,302.00755349638064,5.07152214631526,8576.29775390625,9309.210205214213,7843.385302598288,278.7079380580357
2020-01-29,9316.6298828125,9406.431640625,9269.4677734375,9357.470703125,30682598115.0,8771.666713169643,8611.551664806548,61.77356314474274,333.9165671389801,308.38935622490055,25.527210914079546,8648.17568359375,9375.123350338214,7921.228016849287,271.85323660714283
2020-01-30,9508.9931640625,9553.1259765625,9230.8974609375,9316.0166015625,32378792851.0,8929.163504464286,8689.1669921875,67.26951414805804,366.48299382822006,320.0080837455645,46.47491008265558,8715.297631835938,9500.56884681868,7930.026416853196,278.12918526785717
2020-01-31,9350.529296875,9521.7060546875,9230.7763671875,9508.3134765625,29432489719.0,9058.46275111607,8745.54675874256,59.46489558740391,375.1805638651931,331.0425797694902,44.137984095702905,8780.947216796874,9546.94225997974,8014.952173614008,278.85232979910717
2020-02-01,9392.875,9439.3232421875,9313.2392578125,9346.357421875,25922656496.0,9204.895228794643,8810.086635044643,59.978512987907166,381.0973421905692,341.053532253706,40.04380993686317,8840.966259765624,9600.909167313772,8081.023352217477,274.65359933035717
2020-02-02,9344.365234375,9468.7978515625,9217.82421875,9389.8203125,30835736946.0,9311.685965401786,8864.93763950893,65.43497414650393,377.520280176941,348.346881838353,29.173398338588015,8900.9748046875,9617.558323529407,8184.3912858455915,253.70298549107142
2020-02-03,9293.521484375,9540.3720703125,9248.6337890625,9344.68359375,30934096509.0,9366.500558035714,8919.667503720239,65.36410527458318,366.35960161723597,351.94942579412964,14.410175823106329,8924.262646484374,9660.822703671223,8187.702589297524,261.3187779017857
2020-02-04,9180.962890625,9331.265625,9112.8115234375,9292.841796875,29893183716.0,9341.125279017857,8936.48646763393,60.39007985372589,344.4614089238239,350.45182242006854,-5.990413496244628,8942.96025390625,9685.945470953955,8199.975036858546,261.8379603794643
2020-02-05,9613.423828125,9701.2998046875,9163.7041015625,9183.416015625,35222060874.0,9383.5244140625,8974.88709077381,68.94564318991374,357.8775275096268,351.9369634379802,5.940564071646634,8987.442138671875,9780.044747419615,8194.839529924135,289.0771484375
2020-02-06,9729.8017578125,9824.619140625,9539.818359375,9617.8212890625,37628823716.0,9415.06849888393,9022.79259672619,78.7279718895,373.5940646387062,356.26838367812536,17.325680960580826,9027.480322265625,9885.834365397657,8169.126279133592,284.1265345982143
2020-02-07,9795.943359375,9834.716796875,9726.0029296875,9726.0029296875,34522718159.0,9478.69907924107,9064.073800223214,78.97646674765734,386.92636177743043,362.3999792979864,24.52638247944401,9070.137060546875,9993.134419537553,8147.139701556196,274.18994140625
2020-02-08,9865.119140625,9876.7490234375,9678.91015625,9793.0703125,35172043762.0,9546.162527901786,9107.993350074405,82.24177451033995,398.4807724356615,369.61613792552146,28.864634510140036,9128.08076171875,10099.143045312445,8157.018478125053,276.73311941964283
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663.0,9656.49232700893,9175.15662202381,82.41274516991116,423.05932255324296,380.3047748510658,42.75454770217715,9201.03232421875,10240.124525221363,8161.940123216135,276.88595145089283
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075.0,9736.93373325893,9232.25037202381,70.65798114453034,416.7491060065822,387.5936410821691,29.15546492441314,9256.5681640625,10311.839013805518,8201.297314319483,276.9077845982143
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389.0,9883.687081473214,9301.885695684523,69.35904339351434,435.1057841423153,397.0960696941984,38.00971444811694,9332.936181640625,10432.906803982562,8232.96555929869,279.0917271205357
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830.0,9985.491489955357,9380.2275390625,72.23107129292164,453.9279420148432,408.46244415832734,45.46549785651587,9428.913134765626,10523.492199820083,8334.334069711169,282.96742466517856
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373.0,10054.71693638393,9466.316313244048,66.10756394269109,454.5931474724948,417.6885848211609,36.90456265133395,9517.360400390626,10562.072434799236,8472.648365982015,284.34151785714283
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162.0,10128.45591517857,9555.20591517857,72.58427718799126,457.73040131427297,425.6969481197833,32.03345319448965,9614.573828125,10566.636254682853,8662.511401567146,277.5938197544643
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831.0,10131.928152901786,9627.66196986607,59.894460027095256,421.25309027789626,424.80817655140595,-3.555086273509687,9679.203564453124,10507.862502179018,8850.544626727231,301.9541015625
2020-02-16,9934.43359375,10053.96875,9722.38671875,9889.1796875,43374780305.0,10105.893833705357,9691.357375372023,61.77437810518702,391.4638401287084,418.13930926686646,-26.675469138158064,9730.43427734375,10481.911114469356,8978.957440218142,307.7118443080357
2020-02-17,9690.142578125,9938.8154296875,9507.6376953125,9936.560546875,45998298413.0,10082.112583705357,9728.515625,57.34707256767288,344.17595525964316,403.34663846542185,-59.17068320577869,9747.0119140625,10478.30731869086,9015.716509434138,317.6718052455357
2020-02-18,10141.99609375,10161.935546875,9632.3828125,9691.23046875,47271023953.0,10072.649693080357,9765.82068452381,65.81441256593504,339.2501041983014,390.52733161199774,-51.27722741369632,9788.280224609374,10510.409961053168,9066.15048816558,339.8931361607143
2020-02-19,9633.38671875,10191.67578125,9611.2236328125,10143.798828125,46992019710.0,9973.69712611607,9780.904343377977,50.3204706130235,290.9518934898624,370.6122439875707,-79.6603504977083,9794.49990234375,10508.59940747907,9080.40039720843,342.95431082589283
2020-02-20,9608.4755859375,9643.216796875,9507.900390625,9629.3251953125,44925260237.0,9887.139369419643,9785.6416015625,47.99338439324097,247.8085110467564,346.0514973994078,-98.24298635265143,9807.397216796875,10496.61864233304,9118.17579126071,332.27685546875
2020-02-21,9686.44140625,9723.0146484375,9589.7431640625,9611.7822265625,40930547513.0,9797.757254464286,9801.637416294643,48.196001181536374,217.40218270689365,320.321634460905,-102.91945175401133,9822.075537109375,10486.17237562156,9157.97869859719,334.03097098214283
2020-02-22,9663.181640625,9698.2314453125,9600.728515625,9687.70703125,35838025154.0,9765.436802455357,9814.50916108631,46.62205959226346,189.24656315763605,294.1066202002512,-104.86005704261515,9838.016357421875,10468.275258916146,9207.757455927604,326.86411830357144
2020-02-23,9924.515625,9937.404296875,9657.791015625,9663.318359375,41185185761.0,9764.019949776786,9842.13537016369,46.796126369099525,185.8778165303538,272.46085946627176,-86.58304293591794,9869.566064453125,10445.929367291243,9293.202761615008,326.9048549107143
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648.0,9758.310267857143,9859.118861607143,46.57437281939175,159.2354816090592,249.81578389482925,-90.58030228577005,9893.02666015625,10383.112543697016,9402.940776615485,329.2977818080357
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129.0,9643.982979910714,9866.773251488095,35.41175913540644,111.93993638529355,222.2406143929221,-110.30067800762856,9879.44072265625,10415.107746507261,9343.77369880524,319.79764229910717
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762.0,9527.85951450893,9829.016043526786,27.684771019448576,32.033531931369,184.19919790061152,-152.16566596924253,9833.9767578125,10547.83029362504,9120.123221999958,352.59249441964283
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695.0,9410.147879464286,9784.001395089286,28.31983989703943,-33.810309439866614,140.59729643251592,-174.40760587238253,9783.404296875,10638.032979999258,8928.775613750742,353.60874720982144
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443.0,9265.292689732143,9730.501953125,25.246552161848257,-93.94965100491208,93.68790694503033,-187.63755794994242,9723.77109375,10710.60674435962,8736.935443140379,367.9702845982143
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544.0,9113.339425223214,9670.234793526786,28.22735643354804,-145.81579465197137,45.78716662562999,-191.60296127760137,9647.912841796875,10735.669155404337,8560.156528189413,347.18422154017856
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300.0,8918.759207589286,9596.224330357143,26.779847473992533,-187.7458732113264,-0.919441341761285,-186.8264318695651,9583.20498046875,10768.304488768512,8398.105472168989,341.7557896205357
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409.0,8807.258510044643,9549.227120535714,36.40345880275399,-193.95027532593303,-39.525608138595636,-154.4246671873374,9516.27666015625,10703.93859192418,8328.614728388322,338.72007533482144
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821.0,8728.127232142857,9481.586635044643,24.42224087207532,-203.13305473893524,-72.24709745866356,-130.88595728027167,9439.363232421874,10605.256934568974,8273.469530274775,314.93833705357144
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368.0,8718.802036830357,9406.786225818452,29.77726602137382,-210.60842001919082,-99.91936197076902,-110.6890580484218,9366.40654296875,10510.510464700326,8222.302621237175,282.82993861607144
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597.0,8760.840401785714,9352.709216889882,39.2761002937069,-188.25749958683627,-117.58698949398249,-70.67051009285379,9304.7388671875,10364.027569443793,8245.450164931206,300.79366629464283
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651.0,8825.139090401786,9296.063011532739,38.42386416626137,-165.1080329066499,-127.09119817651597,-38.01683473013392,9266.394921875,10291.538927622103,8241.250916127898,300.96114676339283
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370.0,8869.48842075893,9249.421549479166,35.65240845633714,-162.0483031169697,-134.0826191646067,-27.96568395236298,9215.170947265626,10201.409691099483,8228.932203431768,313.45926339285717
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121.0,8804.5830078125,9162.454055059523,21.30881060380989,-221.7686507889648,-151.61982548947833,-70.14882529948648,9136.06962890625,10211.63551198623,8060.503745826272,351.27908761160717
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808.0,8669.4365234375,9078.33510044643,21.931462591784083,-280.74650844678035,-177.44516208093873,-103.30134636584162,9025.15205078125,10121.272648643793,7929.031452918705,356.49281529017856
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994.0,8543.99986049107,8972.036690848214,24.25436774493275,-324.8648728794342,-206.92910424063783,-117.93576863879636,8938.969189453124,10102.692804243145,7775.245574663104,354.66898018973217
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605.0,8423.45472935268,8890.038760230655,29.90090040100587,-355.5927121581717,-236.66182582414461,-118.9308863340271,8854.116918945312,10059.045355227987,7649.1884826626365,330.21543666294644
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243.0,7836.601213727678,8669.196498325893,13.089395224234735,-610.1960268836574,-311.3686660360472,-298.8273608476102,8618.334252929688,10679.090833968821,6557.577671890554,524.0060686383929
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075.0,7328.195661272322,8472.875813802084,22.474430385088098,-755.4193800837265,-400.1788088455831,-355.24057123814345,8413.360522460938,10822.582532991299,6004.138511930578,619.2639508928571
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008.0,6798.254534040178,8260.360793340773,21.375222433354693,-889.5740455493506,-498.0578561863366,-391.51618936301395,8177.153051757812,10871.96401568739,5482.342087828234,642.4092494419643
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639.0,6410.282924107143,8044.541713169643,23.982441355304886,-969.2312317821825,-592.2925313055058,-376.9387004766767,7964.26005859375,10836.031593607298,5092.488523580201,671.8219517299107
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430.0,5994.68798828125,7823.794340587798,18.72273192309767,-1050.7360186572532,-683.9812287758552,-366.754789881398,7747.8988037109375,10827.242366171653,4668.555241250221,702.413330078125
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935.0,5611.2451171875,7627.790736607143,21.69383262629644,-1085.775017865988,-764.3399865938818,-321.43503127210624,7568.154150390625,10799.785751949486,4336.522548831763,716.1869768415179
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016.0,5229.38916015625,7457.2153087797615,21.96628522497275,-1099.831913632549,-831.4383720016152,-268.3935416309338,7390.8513671875,10728.853289211687,4052.8494451633123,725.5843680245536
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797.0,5403.732700892857,7333.724772135417,29.0807311577433,-1022.3082544712925,-869.6123484955507,-152.69590597574177,7266.788256835937,10588.631729737714,3944.944783934162,776.0099748883929
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103.0,5494.457170758928,7215.9306408110115,28.706815510578323,-949.3150012936412,-885.5528790551688,-63.76212223847244,7146.751733398438,10439.195559271024,3854.307907525852,836.2145298549107
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880.0,5635.128627232143,7100.957194010417,29.56320258048639,-882.4019784011089,-884.9226989243568,2.5207205232479737,7027.882348632813,10276.49053665287,3779.2741606127574,848.5599190848214
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740.0,5697.691476004465,6970.852469308035,31.6880244753186,-848.2254355156365,-877.5832462426129,29.357810726976368,6875.911596679687,10045.143278416508,3706.679914942867,829.05224609375
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000.0,5897.95361328125,6854.026041666667,38.61736969183971,-765.0313253270542,-855.0728620595012,90.04153673244696,6757.338037109375,9800.325176246555,3714.350897972195,841.2833077566964
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672.0,6113.549944196428,6756.264973958333,41.517708395757175,-665.7259374351925,-817.2034771346395,151.477539699447,6656.31591796875,9550.54512303713,3762.086712900369,845.2671944754464
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888.0,6319.63916015625,6657.494349888393,41.18369874087227,-584.6229596983612,-770.6873736473839,186.06441394902265,6536.430932617188,9197.399834852735,3875.4620303816405,848.6659807477679
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642.0,6394.674525669643,6545.002813430059,71.43202615272429,-511.596238684695,-718.8691466548462,207.2729079701512,6416.125659179687,8786.492463790999,4045.7588545683757,639.7901785714286
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367.0,6433.391671316965,6418.681501116072,62.1582019796967,-468.2265671238056,-668.7406307486381,200.5140636248325,6294.11787109375,8355.007647990336,4233.228094197163,539.5045340401786
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901.0,6441.552734375,6291.645298549107,64.50803664109431,-447.0680481309564,-624.4061142251018,177.33806609414535,6200.821752929687,8076.569435906686,4325.074069952689,528.9190499441964
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931.0,6454.665318080357,6187.546572730655,57.12244882149166,-450.93516976576666,-589.7119253332348,138.77675556746817,6100.741674804687,7794.185276505935,4407.2980731034395,504.84901646205356
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525.0,6456.597726004465,6116.4131091889885,68.38760245198397,-408.3179349595257,-553.4331272584931,145.11519229896737,6026.747290039062,7502.74364861745,4550.750931460674,490.34933035714283
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812.0,6414.289271763393,6046.361444382441,66.63333199869679,-369.5729552613657,-516.6610928590676,147.08813759770192,5953.1080078125,7154.629834043493,4751.586181581506,471.84315708705356
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266.0,6403.676897321428,5984.235072544643,67.9965789009276,-321.5933180981465,-477.64753790688343,156.05421980873695,6034.907421875,7176.085652535712,4893.729191214288,482.393310546875
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124.0,6414.703194754465,6071.036807105655,59.922270800514575,-265.43228807207106,-435.20448793992097,169.7721998678499,6096.403295898437,7262.941475930438,4929.865115866436,439.5048828125
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903.0,6452.358747209822,6126.7358630952385,58.655091962017096,-223.21186676663183,-392.8059637052632,169.59409693863137,6173.054345703125,7292.190494956537,5053.918196449714,393.17665318080356
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584.0,6541.692103794643,6206.1244884672615,60.63409221427534,-176.88882644131263,-349.62253625247314,172.7337098111605,6246.814965820313,7343.5218372437685,5150.108094396857,374.40213448660717
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856.0,6665.847307477678,6272.734700520833,66.39481809806644,-144.67444234700088,-308.6329174713787,163.9584751243778,6335.647436523437,7290.738266355296,5380.556606691578,348.080810546875
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615.0,6786.124372209822,6380.225237165178,65.14092595322859,-79.44394277877109,-262.79512253285714,183.35117975408605,6437.955029296875,7328.58608117927,5547.32397741448,335.93519810267856
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668.0,6891.520089285715,6473.119768415178,58.486343598115326,-35.039681883462436,-217.24403440297823,182.2043525195158,6534.853833007813,7286.904695875671,5782.802970139955,329.74009486607144
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549.0,6995.423270089285,6572.9131091889885,62.06717652410906,12.728080995793789,-171.24961132322383,183.97769231901762,6591.99912109375,7405.294573445867,5778.703668741632,318.83530970982144
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178.0,7068.061104910715,6625.812941778274,60.83545285872587,47.45447046071331,-127.5087949664364,174.9632654271497,6647.1646728515625,7497.009967955862,5797.319377747263,320.1105259486607
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992.0,7086.933384486607,6657.561267671131,56.840202462085635,39.292777758819284,-94.14848042138527,133.44125818020456,6681.186010742187,7507.287745918693,5855.084275565681,332.5537806919643
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946.0,7085.72705078125,6689.657296316965,61.54692906957848,31.939156735867073,-68.93095298993481,100.87010972580188,6732.627416992187,7457.559146139314,6007.69568784506,317.138671875
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632.0,7111.435965401785,6743.982863653274,71.29543358610228,34.74896780565268,-48.19496883081732,82.94393663647,6760.366259765625,7476.741840020851,6043.990679510399,315.60208565848217
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647.0,7050.472586495535,6764.398228236607,59.9742456627824,26.498781466174478,-33.25621877141896,59.755000237593435,6765.877954101563,7483.121153405544,6048.634754797582,293.37855747767856
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052.0,7002.760184151785,6769.523181733631,59.729028918327494,19.524785622596028,-22.70001789261596,42.22480351521199,6773.94619140625,7490.802478019553,6057.089904792948,295.83447265625
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031.0,6903.904645647322,6767.668271019345,50.838346482253534,-2.1414491070318036,-18.58830413549913,16.446855028467326,6770.229663085937,7489.109141675005,6051.35018449687,287.6245814732143
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377.0,6877.435337611607,6786.733212425595,56.7464629262153,18.775339075391457,-11.115575493321012,29.890914568712468,6802.5799560546875,7522.76497577724,6082.394936332135,293.8115234375
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567.0,6910.391252790178,6816.561128162202,57.70086951402608,33.304301424364894,-2.231600109783831,35.53590153414873,6845.2794921875,7525.739362818975,6164.819621556026,278.59483119419644
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386.0,6967.33154296875,6864.916899181548,58.18619059699002,57.18948822000766,9.652617556174468,47.53687066383319,6912.060595703125,7460.3351358726895,6363.78605553356,278.4691685267857
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215.0,6998.52197265625,6925.268415178572,58.38607168742515,69.80755617847262,21.683605280634097,48.123950897838526,6950.03974609375,7461.67720641844,6438.402285769061,274.6107700892857
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936.0,7003.79638671875,6946.797781808035,41.14666215400093,54.37075225607714,28.221034675722706,26.149717580354434,6972.2054443359375,7425.661148341202,6518.749740330673,268.6033412388393
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511.0,7009.210030691965,6967.8301013764885,42.9763838224771,41.52633289123969,30.882094318826105,10.644238572413585,6985.882788085937,7408.373496200713,6563.392079971161,254.95221819196428
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866.0,7077.081124441965,6992.136346726191,45.041416324200476,49.88655827223556,34.682987109508,15.203571162727563,7002.061938476562,7418.289364851298,6585.8345121018265,260.3212193080357
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316.0,7121.784040178572,7022.426827566965,52.58629099649728,80.79822283722206,43.90603425505081,36.892188582171244,7036.87880859375,7474.427000125098,6599.330617062403,278.02382114955356
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286.0,7186.743512834822,7061.356050037202,65.9240513566439,113.76246902211369,57.87732120846339,55.8851478136503,7071.0474853515625,7556.969028786996,6585.125941916129,252.53316824776786
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447.0,7231.353655133928,7094.804082961309,66.41890274862087,139.8111932379452,74.26409561435975,65.54709762358544,7109.987817382813,7625.388010112667,6594.587624652959,251.35763113839286
